"id","card_id","card_name","card_image","set_name","set_id","rarity","card_number","card_type","game_text","flavor_text","twilight","strength","vitality","kind","resistance","culture","home_site","created_at","subtype","type"
"3008","5U77","Strength in Numbers","https://lotrtcgwiki.com/wiki/_media/cards:lotr05077.jpg","5","5","U","77","Condition   ","To play, spot a Southron . Plays to your support area . Maneuver Discard this condition to add 1 for each Man with ambush you spot.","Lacking arms and armor, the Haradrim use swift movements to outnumber their opponents.","0","null","null","Shadow","null","Raider","","2025-03-13 13:20:03.9175","","Condition"
"2370","2R74","•Whip of Many Thongs","https://lotrtcgwiki.com/wiki/_media/cards:lotr02074.jpg","2","2","R","74","Artifacthand Weapon","Bearer must be The Balrog . Skirmish Exert The Balrog to discard a helm , shield , or armor borne by a character The Balrog is skirmishing.","It raised the whip, and the thongs whined and cracked.","1","1","null","Shadow","null","Moria","","2025-03-13 13:15:38.984125","Hand Weapon","Artifact"
"3009","5R78","War Mumak","https://lotrtcgwiki.com/wiki/_media/cards:lotr05078.jpg","5","5","R","78","Possession    Mount","Bearer must be a Southron . Bearer is fierce . Each time bearer overwhelms a character, you may add 5 .","Big as a house, much bigger than a house, it looked to him, a greyclad moving hill.","3","4","null","Shadow","null","Raider","","2025-03-13 13:20:04.243689","Mount","Possession"
"3011","5U80","•Arrow-slits","https://lotrtcgwiki.com/wiki/_media/cards:lotr05080.jpg","5","5","U","80","Condition   ","Fortification . Plays to your support area . Maneuver Spot 2 Rohan Men to discard a possession or a machine . Discard this condition .","Here and there were clefts in the stone through which men could shoot.","1","null","null","Free People","null","Rohan","","2025-03-13 13:20:04.92594","","Condition"
"3012","5C81","•Ecglaf, Courageous Farmer","https://lotrtcgwiki.com/wiki/_media/cards:lotr05081.jpg","5","5","C","81","Ally   Home 4t Man","Villager . Fellowship Exert Ecglaf and spot 2 valiant Men to play a Rohan possession from your discard pile .","Like many of the Rohirrim,Ecglafno longer had a home awaiting his return.","1","4","2","Free People","null","Rohan","","2025-03-13 13:20:05.234284","Home 4t Man","Ally"
"3504","7C304","Orc Rager","https://lotrtcgwiki.com/wiki/_media/cards:lotr07304.jpg","7","7","C","304","Minion Orc","Skirmish Discard this minion to make another Sauron Orc strength 4.","","3","9","3","Shadow","null","Sauron","","2025-03-13 13:23:28.731868","Orc","Minion"
"3018","5U87","•Parapet","https://lotrtcgwiki.com/wiki/_media/cards:lotr05087.jpg","5","5","U","87","Condition   ","Fortification . Plays to your support area . Archery Spot 2 Rohan Men to remove 2 tokens from a machine or to make the minion archery total 3. Discard this condition .","Upon the spur of rock from the cliff stood high walls of ancient stone.","1","null","null","Free People","null","Rohan","","2025-03-13 13:20:07.288211","","Condition"
"3020","5R89","Rohirrim Helm","https://lotrtcgwiki.com/wiki/_media/cards:lotr05089.jpg","5","5","R","89","Possession    Helm","Bearer must be Rohan Man. Skirmish Discard this possession to cancel a skirmish involving bearer. A minion in this skirmish may exert to prevent this.","ThearmoryofHelm's Deep provided raiment of war for her defenders.","1","null","null","Free People","null","Rohan","","2025-03-13 13:20:07.985971","Helm","Possession"
"5220","19P15","Strength In My Blood","https://lotrtcgwiki.com/wiki/_media/cards:lotr19015.jpg","19","19","P","15","Condition   ","Bearer must be a fellowship companion . While bearer is a Gondor companion , he or she is damage 1 .","","1","1","null","Free People","null","Gondor","","2025-03-13 13:38:43.512469","","Condition"
"3595","8C26","•Shelob, Last Child of Ungoliant","https://lotrtcgwiki.com/wiki/_media/cards:lotr08026.jpg","8","8","C","26","Minion Spider","Enduring . Fierce . While in a fierce skirmish , Shelob is damage 1 .","","6","8","8","Shadow","null","Gollum","","2025-03-13 13:24:09.772646","Spider","Minion"
"1871","0P128","Primitive Brand","https://lotrtcgwiki.com/wiki/_media/cards:lotr00128.jpg","0","0","P","128","Possession    Hand Weapon","Bearer must be a Men minion . Each time bearer wins a skirmish you may transfer this possession to another Men minion . If you do, stack a Men minion from play on a Men possession in your support area .","","1","2","null","Shadow","null","Men","","2025-03-13 13:12:30.954863","Hand Weapon","Possession"
"4244","12U76","Trail of Terror","https://lotrtcgwiki.com/wiki/_media/cards:lotr12076.jpg","12","12","U","76","Condition   Support Area","At the start of the maneuver phase , you may spot 3 Men minions and remove 1 to make each unbound companion resistance 1 until the regroup phase .","","0","null","null","Shadow","null","Men","","2025-03-13 13:29:48.07146","Support Area","Condition"
"3022","5C91","Rohirrim Shield","https://lotrtcgwiki.com/wiki/_media/cards:lotr05091.jpg","5","5","C","91","Possession    Shield","Bearer must be a Rohan Man. The minion archery total is 1. Regroup Discard this possession to heal bearer.","The Rohirrim carried round wooden shields, usable on foot and on horseback.","1","null","null","Free People","null","Rohan","","2025-03-13 13:20:08.708128","Shield","Possession"
"3023","5U92","•Sigewulf, Brave Volunteer","https://lotrtcgwiki.com/wiki/_media/cards:lotr05092.jpg","5","5","U","92","Ally   Home 4t Man","Villager . Regroup Exert Sigewulf and spot 5 valiant Men to discard a minion .","The courage ofSigewulfand other Rohirrim like him will not be forgotten.","1","4","2","Free People","null","Rohan","","2025-03-13 13:20:09.023312","Home 4t Man","Ally"
"3025","5R94","Thundering Host","https://lotrtcgwiki.com/wiki/_media/cards:lotr05094.jpg","5","5","R","94","Condition   ","Plays to your support area . Skirmish Discard this condition to make a mounted Rohan Man strength 3 and heal that Man if at a plains .","with a rush like the sudden onset of a great wind the last host of Rohan rode thunderinginto the West.","1","null","null","Free People","null","Rohan","","2025-03-13 13:20:09.757502","","Condition"
"3026","5R95","•Dead Marshes","https://lotrtcgwiki.com/wiki/_media/cards:lotr05095.jpg","5","5","R","95","Condition   ","Plays to your support area . While the fellowship is at site 4T, Ringbound companions skirmishing Sauron orcs are strength 1. Maneuver Spot 2 Sauron Orcs to play up to 2 Sauron conditions from your discard pile . Discard this condition .","","0","null","null","Shadow","null","Sauron","","2025-03-13 13:20:10.249752","","Condition"
"3028","5C97","Gate Soldier","https://lotrtcgwiki.com/wiki/_media/cards:lotr05097.jpg","5","5","C","97","Minion Orc","When you play a Sauron condition , you may exert this minion and remove 2 to draw a card.","a host of orcs lurked, ready at a signal to issue forth like black ants going to war.","2","7","2","Shadow","null","Sauron","","2025-03-13 13:20:10.914492","Orc","Minion"
"3029","5C98","Gate Trooper","https://lotrtcgwiki.com/wiki/_media/cards:lotr05098.jpg","5","5","C","98","Minion Orc","When you play this minion , you may exert him and spot 5 burdens to draw a card.","Another dreadful day of fear and toil had come to Mordor and the nightguards were summoned.","1","5","2","Shadow","null","Sauron","","2025-03-13 13:20:11.202851","Orc","Minion"
"3030","5C99","Gate Veteran","https://lotrtcgwiki.com/wiki/_media/cards:lotr05099.jpg","5","5","C","99","Minion Orc","When you play this minion , you may exert him and spot 6 companions to draw a card.","the dayguards, evileyed and fell, were marching to their posts.","2","7","2","Shadow","null","Sauron","","2025-03-13 13:20:11.536716","Orc","Minion"
"3031","5R100","•Grishnakh, Orc Captain","https://lotrtcgwiki.com/wiki/_media/cards:lotr05100.jpg","5","5","R","100","Minion Orc","Tracker . The site number of each Sauron Orc is 3. Shadow Exert Grishnakh twice and spot another Sauron Orc to draw 3 cards. The Free Peoples player may add 2 burdens to prevent this.",".'","4","11","3","Shadow","null","Sauron","","2025-03-13 13:20:12.287082","Orc","Minion"
"3252","7R56","The Dead City","https://lotrtcgwiki.com/wiki/_media/cards:lotr07056.jpg","7","7","R","56","Condition   ","Stealth . Bearer must be Smeagol. If Smeagol is about to be killed in a skirmish , he is discarded instead.","","3","null","null","Free People","null","Gollum","","2025-03-13 13:21:50.424587","","Condition"
"3032","5R100T","•Grishnakh, Orc Captain","https://lotrtcgwiki.com/wiki/_media/cards:lotr05100t.jpg","5","5","R","1","Minion Orc","Tracker . The site number of each Sauron Orc is 3. Shadow Exert Grishnakh twice and spot another Sauron Orc to draw 3 cards. The Free Peoples player may add 2 burdens to prevent this.",".'","4","11","3","Shadow","null","Sauron","","2025-03-13 13:20:12.681555","Orc","Minion"
"3033","5U101","I'd Make You Squeak","https://lotrtcgwiki.com/wiki/_media/cards:lotr05101.jpg","5","5","U","101","Condition   ","To play, exert 2 Sauron Orcs. Plays to your support area . The Shadow number of each site is 1 for each wound on a Hobbit limit 3.","'If I had my way, you'd wish you were dead now.'","0","null","null","Shadow","null","Sauron","","2025-03-13 13:20:13.112137","","Condition"
"3035","5R103","Orc Captain","https://lotrtcgwiki.com/wiki/_media/cards:lotr05103.jpg","5","5","R","103","Minion Orc","When you play this minion , you may spot a Sauron condition to draw a card for each site you control limit 3.","far away from hidden holds and outposts in the hills came answering calls.","3","9","3","Shadow","null","Sauron","","2025-03-13 13:20:14.047324","Orc","Minion"
"3036","5U104","•Orc Cutthroat","https://lotrtcgwiki.com/wiki/_media/cards:lotr05104.jpg","5","5","U","104","Minion Orc","Tracker . The site number of each Sauron Orc is 3. Skirmish Discard another Sauron Orc and exert Orc Cutthroat to wound a companion he is skirmishing.","A few Orc casualties were of no concern to him.","3","9","3","Shadow","null","Sauron","","2025-03-13 13:20:14.384613","Orc","Minion"
"3037","5U105","Orc Fighter","https://lotrtcgwiki.com/wiki/_media/cards:lotr05105.jpg","5","5","U","105","Minion Orc","Regroup Spot a Sauron condition and exert this minion to take control of a site.","The Orcs of Mordor extended the will of Sauron to control the weak Men of the East.","3","9","3","Shadow","null","Sauron","","2025-03-13 13:20:14.697677","Orc","Minion"
"3039","5U107","•Orc Patrol","https://lotrtcgwiki.com/wiki/_media/cards:lotr05107.jpg","5","5","U","107","Minion Orc","Tracker . The site number of each Sauron Orc is 3. Maneuver Exert Orc Patrol twice and spot another Sauron Orc to discard a condition .","Sauron's Orcsrangedfar and wide, searching for Baggins and theRing.","4","11","3","Shadow","null","Sauron","","2025-03-13 13:20:15.429639","Orc","Minion"
"3040","5C108","Orc Pursuer","https://lotrtcgwiki.com/wiki/_media/cards:lotr05108.jpg","5","5","C","108","Minion Orc","Tracker . The site number of each Sauron Orc is 1. When you play this minion , you may exert him and remove 2 to draw a card.","'why notkill them now? They're a cursed nuisance, and we're in a hurry.'","2","6","2","Shadow","null","Sauron","","2025-03-13 13:20:15.963707","Orc","Minion"
"5163","18C125","White Hand Exorciser","https://lotrtcgwiki.com/wiki/_media/cards:lotr18125.jpg","18","18","C","125","Minion Urukhai","Damage 1 . When you play this minion , you may heal an Urukhai minion .","","2","6","1","Shadow","null","Urukhai","","2025-03-13 13:38:15.531055","Urukhai","Minion"
"3042","5U110","Teeth of Mordor","https://lotrtcgwiki.com/wiki/_media/cards:lotr05110.jpg","5","5","U","110","Condition   ","Plays to your support area . Regroup Spot a Sauron Orc and remove 3 to stack that minion here. Shadow Play a Sauron Orc stacked here as if played from hand.","None could pass theTeeth of Mordorand not feel their bite.","1","null","null","Shadow","null","Sauron","","2025-03-13 13:20:16.649935","","Condition"
"3046","5U114","•Rare Good Ballast","https://lotrtcgwiki.com/wiki/_media/cards:lotr05114.jpg","5","5","U","114","Condition   ","Plays on Sam. Response If a regroup special ability is used, discard Smeagol or Gollum to cancel that action .","'What a hobbit needs with coney is some herbs and roots, especially taters  not to mention bread.'","1","null","1","Free People","null","Shire","","2025-03-13 13:20:18.521572","","Condition"
"3048","5R116","•Sting, Baggins Heirloom","https://lotrtcgwiki.com/wiki/_media/cards:lotr05116.jpg","5","5","R","116","Possession    Hand Weapon","Bearer must be Frodo. Skirmish Exert Frodo to make Smeagol strength 2 or Gollum strength 2.","'This isSting. You have seen it before once upon a time.'","1","2","null","Free People","null","Shire","","2025-03-13 13:20:19.524484","Hand Weapon","Possession"
"3049","5R116T","•Sting, Baggins Heirloom","https://lotrtcgwiki.com/wiki/_media/cards:lotr05116t.jpg","5","5","R","1","Possession    Hand Weapon","Bearer must be Frodo. Skirmish Exert Frodo to make Smeagol strength 2 or Gollum strength 2.","'This isSting. You have seen it before once upon a time.'","1","2","null","Free People","null","Shire","","2025-03-13 13:20:19.802782","Hand Weapon","Possession"
"3058","5R125","•Foul Horde","https://lotrtcgwiki.com/wiki/_media/cards:lotr05125.jpg","5","5","R","125","Minion Orc","Wargrider . While Foul Horde is not exhausted, it is fierce . While Foul Horde has at least 3 vitality , it is ambush 1 . While Foul Horde has at least 4 vitality , it is damage  1 .","","4","9","3","Shadow","null","Isengard","","2025-03-13 13:20:23.220274","Orc","Minion"
"3059","5R126","•Army of Haradrim","https://lotrtcgwiki.com/wiki/_media/cards:lotr05126.jpg","5","5","R","126","Minion Man","Southron . Skirmish Remove 3 to play a Raider mount from your discard pile .","Lacking shields and armor,Southronforces rely on speed and numbers.","7","14","4","Shadow","null","Raider","","2025-03-13 13:20:23.478988","Man","Minion"
"3060","5R127","Rohirrim Helm","https://lotrtcgwiki.com/wiki/_media/cards:lotr05127.jpg","5","5","R","127","Possession    Helm","Bearer must be Rohan Man. Skirmish Discard this possession to cancel a skirmish involving bearer. A minion in this skirmish may exert to prevent this.","Ahelmsplit by an Uruk blade often still saves the rider who wears it.","1","null","null","Free People","null","Rohan","","2025-03-13 13:20:23.764044","Helm","Possession"
"3061","5R128","Thundering Host","https://lotrtcgwiki.com/wiki/_media/cards:lotr05128.jpg","5","5","R","128","Condition   ","Plays to your support area . Skirmish Discard this condition to make a mounted Rohan Man strength 3 and heal that man if at a plains .","The roar of hooves was enough toroutthe Urukhai without sword or spear.","1","null","null","Free People","null","Rohan","","2025-03-13 13:20:24.046844","","Condition"
"3062","5M1","•Gollum, Stinker","https://lotrtcgwiki.com/wiki/_media/cards:lotr05m01.jpg","5","5","M","1","Minion","Gollum is strength 1 for each burden . Each times Gollum wins a skirmish , you may add a burden .","","2","5","4","Shadow","null","Gollum","","2025-03-13 13:20:24.560174","","Minion"
"3063","5M2","•Grima, Chief Counselor","https://lotrtcgwiki.com/wiki/_media/cards:lotr05m02.jpg","5","5","M","2","Minion Man","Maneuver Spot 4 Free Peoples cultures and exert Grima to return an unbound companion , and all cards on him or her, to their owners' hands.","","2","4","3","Shadow","null","Isengard","","2025-03-13 13:20:24.897233","Man","Minion"
"3064","6C1","•Bound By Rage","https://lotrtcgwiki.com/wiki/_media/cards:lotr06001.jpg","6","6","C","1","Condition   ","Plays to your support area . When you play this condition , you may spot 2 Dunland Men to place 2 Dunland tokens here. Response If a Dunland Man is about to take a wound , discard this condition or remove a Dunland token from here to prevent that wound .","","3","null","null","Shadow","null","Dunland","","2025-03-13 13:20:25.213485","","Condition"
"3065","6C2","Dunlending Elder","https://lotrtcgwiki.com/wiki/_media/cards:lotr06002.jpg","6","6","C","2","Minion Man","While you control 2 sites, this minion is strength 5, fierce and damage 1 .","Hatred of the Rohirrim is passed from generation to generation.","2","7","1","Shadow","null","Dunland","","2025-03-13 13:20:25.544673","Man","Minion"
"3066","6C3","Dunlending Footmen","https://lotrtcgwiki.com/wiki/_media/cards:lotr06003.jpg","6","6","C","3","Minion Man","The twilight cost of this minion during a skirmish phase is 2.","Driven by Saruman's ranting, waves of Dunlendings descended upon the holdings of Rohan.","5","11","2","Shadow","null","Dunland","","2025-03-13 13:20:25.860607","Man","Minion"
"3067","6C4","Dunlending Headman","https://lotrtcgwiki.com/wiki/_media/cards:lotr06004.jpg","6","6","C","4","Minion Man","When you play this minion , you may spot 2 other Dunland Men to take control of a site. The Free Peoples player may discard 2 cards from hand to prevent this.","The diminished Rohirrim offered littleresistanceto the advancing Dunland horde.","4","10","1","Shadow","null","Dunland","","2025-03-13 13:20:26.173114","Man","Minion"
"3068","6C5","Dunlending Reserve","https://lotrtcgwiki.com/wiki/_media/cards:lotr06005.jpg","6","6","C","5","Minion Man","The twilight cost of this minion during a skirmish phase is 2.","Therelentlesscampaign of the hillmen drove citizens of theWestfoldto the shelter of their capital.","4","10","1","Shadow","null","Dunland","","2025-03-13 13:20:26.479466","Man","Minion"
"3073","6C10","•Suspended Palaces","https://lotrtcgwiki.com/wiki/_media/cards:lotr06010.jpg","6","6","C","10","Condition   ","Plays to your support area . When you play this condition , you may spot a Dwarf to place 2 Dwarven tokens here. Fellowship Discard this condition or remove a Dwarven token from here to stack the top card of your draw deck on a Dwarven condition that has a card stacked on it.","","2","null","null","Free People","null","Dwarven","","2025-03-13 13:20:28.056394","","Condition"
"3075","6C12","•Agility","https://lotrtcgwiki.com/wiki/_media/cards:lotr06012.jpg","6","6","C","12","Condition   ","Plays to your support area . When you play this condition , you may spot an Elf to place 2 Elven tokens here. Skirmish Discard this condition or remove an Elven token from here to make a minion skirmishing an Elf strength 1.","Elves rely upon more thanstrengthin combat.","2","null","null","Free People","null","Elven","","2025-03-13 13:20:28.708986","","Condition"
"3094","6R31","•Glamdring, Lightning Brand","https://lotrtcgwiki.com/wiki/_media/cards:lotr06031.jpg","6","6","R","31","Possession    Hand Weapon","Bearer must be Gandalf. He is damage 1 . Each time you play a spell during a skirmish , you may make Gandalf damage 1 until the end of that skirmish .","'Thunder they heard, and lightning smote upon Celebdil, and leaped back broken into tongues of fire.'","2","2","null","Free People","null","Gandalf","","2025-03-13 13:20:37.570284","Hand Weapon","Possession"
"3102","6R39","Don't Look at Them","https://lotrtcgwiki.com/wiki/_media/cards:lotr06039.jpg","6","6","R","39","Condition   ","Plays to your support area . Skirmish Spot Smeagol and discard 3 cards from hand to wound a minion Smeagol is skirmishing once or twice if that minion is a Wraith minion .","'You should not look in when the candles are lit.'","1","null","null","Free People","null","Gollum","","2025-03-13 13:20:41.963358","","Condition"
"4680","15C46","Nice Fish","https://lotrtcgwiki.com/wiki/_media/cards:lotr15046.jpg","15","15","C","46","Condition   Support Area","Each time Smeagol wins a skirmish , place a Gollum token here. Regroup Heal a Ringbound companion for each token here. Discard this condition .","","1","null","null","Free People","null","Gollum","","2025-03-13 13:33:46.983788","Support Area","Condition"
"4600","13RF9","•Voice of the Desert, Southron Troop","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f09.jpg","13","13","RF","9","Minion Man","To play, spot a Men minion . While the fellowship is in region 1, each Men minion cannot take wounds . While the fellowship is in region 2, each Men minion is an archer . While the fellowship is in region 3, each Men minion is fierce .","","4","11","3","Shadow","null","Men","","2025-03-13 13:33:05.17797","Man","Minion"
"2992","5C61","Uruk Engineer","https://lotrtcgwiki.com/wiki/_media/cards:lotr05061.jpg","5","5","C","61","Minion Urukhai","Damage 1 . When you play this minion , you may place an Isengard token on a machine .","Trained Urukhai operated Saruman's siege engines atHelm's Deep.","3","8","2","Shadow","null","Isengard","","2025-03-13 13:19:58.395138","Urukhai","Minion"
"3103","6C40","•Gollum, Old Villain","https://lotrtcgwiki.com/wiki/_media/cards:lotr06040.jpg","6","6","C","40","Minion","Skirmish Discard a card from hand to make Gollum strength 1 or 2 if skirmishing a RingBound companion .","'Must take it. The Wraiths are searching. Must take it.'","2","5","4","Shadow","null","Gollum","","2025-03-13 13:20:42.486484","","Minion"
"3109","6R46","They Stole It","https://lotrtcgwiki.com/wiki/_media/cards:lotr06046.jpg","6","6","R","46","Condition   ","Plays to your support arear Skirmish Spot Gollum and discard 3 cards from hand to wound a companion Gollum is skirmishing once or twice if that companion is a Shire companion .","'Where iss it, where iss it my precious.'","1","null","null","Shadow","null","Gollum","","2025-03-13 13:20:47.101679","","Condition"
"1748","0P5","•Horn of Boromir","https://lotrtcgwiki.com/wiki/_media/cards:lotr00005.jpg","0","0","P","5","Possession    ","Bearer must be Boromir. Maneuver Exert Boromir and spot an ally . Until the regroup phase , that ally is strength 3 and participates in archery fire and skirmishes.","","0","null","null","Free People","null","Gondor","","2025-03-13 13:11:47.720296","","Possession"
"5081","18R43","•Denethor's Sword","https://lotrtcgwiki.com/wiki/_media/cards:lotr18043.jpg","18","18","R","43","Possession    Hand Weapon","Bearer must be a Gondor Man. While bearer is Denethor, his game text does not apply.","","1","2","null","Free People","null","Gondor","","2025-03-13 13:37:26.342731","Hand Weapon","Possession"
"3112","6R49","Ancient Roads","https://lotrtcgwiki.com/wiki/_media/cards:lotr06049.jpg","6","6","R","49","Condition   ","Plays to your support area . While you can spot 3 rangers, the site number of each minion skirmishing a ranger is 2.","'they go ever more heedlessly, we learn, thinking that the power of their new master is great enough.'","1","null","null","Free People","null","Gondor","","2025-03-13 13:20:49.351467","","Condition"
"3114","6U51","Banner of Westernesse","https://lotrtcgwiki.com/wiki/_media/cards:lotr06051.jpg","6","6","U","51","Possession    Hand Weapon","Bearer must be a Gondor companion . Each time bearer wins a skirmish , you may heal another Gondor companion . Response If bearer wins a skirmish , discard this possession to liberate a site.","'What brought they from the foundered land  Over the flowing sea?  and one white tree.'","1","null","null","Free People","null","Gondor","","2025-03-13 13:20:51.240351","Hand Weapon","Possession"
"3092","6C29","Ent Moot","https://lotrtcgwiki.com/wiki/_media/cards:lotr06029.jpg","6","6","C","29","Condition   ","To play, exert an unbound Hobbit. Bearer must be an Ent. Limit 1 per bearer.","But when the Ents all gathered round Treebeard, then the Hobbits saw that they were all of the same kindred, and all had the same eyes.","1","2","null","Free People","null","Gandalf","","2025-03-13 13:20:35.782243","","Condition"
"3115","6C52","•Garrison of Osgiliath","https://lotrtcgwiki.com/wiki/_media/cards:lotr06052.jpg","6","6","C","52","Condition   ","Fortification . Plays to your support area . When you play this condition , you may spot a Gondor Man to place 2 Gondor tokens here. Skirmish Discard this condition or remove a Gondor token from here to make a Gondor Man strength 1.","'So ever do we watch the shores nigh Osgiliath.'","2","null","null","Free People","null","Gondor","","2025-03-13 13:20:51.704998","","Condition"
"3118","6R55","•Ring of Barahir","https://lotrtcgwiki.com/wiki/_media/cards:lotr06055.jpg","6","6","R","55","Artifactring","Bearer must be Aragorn. At the start of each of your turns, you may spot a culture token to heal a companion of that culture .","'This is a thing of worth beyond your reckoning. For its ancientry alone. It has no power, save the esteem in which those hold it who love my house.'","0","null","null","Free People","null","Gondor","","2025-03-13 13:20:52.574319","Ring","Artifact"
"3120","6R57","Agents of Orthanc","https://lotrtcgwiki.com/wiki/_media/cards:lotr06057.jpg","6","6","R","57","Minion Man","This minion is strength 2 and damage 1 for each Free Peoples culture that you can spot over 2.","'How long is it since Saruman bought you?'","5","9","3","Shadow","null","Isengard","","2025-03-13 13:20:53.201443","Man","Minion"
"2371","2R75","•Bill Ferny, Swarthy Sneering Fellow","https://lotrtcgwiki.com/wiki/_media/cards:lotr02075.jpg","2","2","R","75","Minion Man","Nazgul are not roaming . The Free Peoples player may not assign a character to skirmish Bill Ferny. Discard Bill Ferny if underground .","'as for Ferny, he would sell anything to anybody or make mischief for amusement.'","2","4","1","Shadow","null","Wraith","","2025-03-13 13:15:39.320978","Man","Minion"
"3121","6U58","Assault Ladder","https://lotrtcgwiki.com/wiki/_media/cards:lotr06058.jpg","6","6","U","58","Condition   ","Machine . Plays to your support area . Shadow Exert an Urukhai to place an Isengard token on this card. Skirmish Spot 3 Isengard tokens here to make an Urukhai strength 3. Discard this condition .","'It is a great host.'","1","null","null","Shadow","null","Isengard","","2025-03-13 13:20:53.536941","","Condition"
"3122","6C59","Banner of Isengard","https://lotrtcgwiki.com/wiki/_media/cards:lotr06059.jpg","6","6","C","59","Possession    Hand Weapon","Bearer must be an Isengard minion . Each time bearer wins a skirmish , the Free Peoples player must exert a companion for each site you control.","blazoned upon everyhelmandshieldthe ghastly hand of Isengard was seen.","0","1","null","Shadow","null","Isengard","","2025-03-13 13:20:53.884943","Hand Weapon","Possession"
"3123","6R60","•Berserk Butcher","https://lotrtcgwiki.com/wiki/_media/cards:lotr06060.jpg","6","6","R","60","Minion Urukhai","Damage 1 . Berserk Butcher is strength 1 for each wound on each character in its skirmish . Maneuver Remove an Isengard token from a machine and exert Berserk Butcher twice to prevent all wounds to Urukhai until the assignment phase.","","6","12","3","Shadow","null","Isengard","","2025-03-13 13:20:54.220024","Urukhai","Minion"
"4601","13RF10","•Chamber Patrol","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f10.jpg","13","13","RF","10","Minion Orc","To play, spot an Orc minion . While the fellowship is in region 1, Orc Orcs cannot take wounds . While the fellowship is in region 2, the current site gains underground . While the fellowship is in region 3, each Orc Orc is strength 2.","","4","11","3","Shadow","null","Orc","","2025-03-13 13:33:05.668831","Orc","Minion"
"4602","13RF11","•Orc Crusher","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f11.jpg","13","13","RF","11","Minion Orc","To play, spot an Orc Orc. This minion is twilight cost 1 for each burden . Each time a Ringbound companion loses a skirmish involving an Orc minion , you may reveal this card from hand to add a burden .","","5","11","3","Shadow","null","Orc","","2025-03-13 13:33:06.890853","Orc","Minion"
"3126","6U63","Gnawing, Biting, Hacking, Burning","https://lotrtcgwiki.com/wiki/_media/cards:lotr06063.jpg","6","6","U","63","Condition   ","Plays to your support area . Each time a regroup action discards an Isengard Orc, you may stack that Orc on this card. Shadow Discard 2 cards stacked here and remove 1 to play an Isengard Orc from your discard pile .","'Destroyers and usurpers.'","2","null","null","Shadow","null","Isengard","","2025-03-13 13:20:55.707068","","Condition"
"1745","0P2","•Bill the Pony","https://lotrtcgwiki.com/wiki/_media/cards:lotr00002.jpg","0","0","P","2","Possession    ","Bearer must be a Hobbit companion . The Shadow number of each site is 1. Discard Bill the Pony if he is at an underground site during the fellowship or regroup phase .","","0","null","null","Free People","null","Shire","","2025-03-13 13:11:46.843097","","Possession"
"1750","0P7","•Book of Mazarbul","https://lotrtcgwiki.com/wiki/_media/cards:lotr00007.jpg","0","0","P","7","Possession    ","Tale . Bearer must be a Dwarf. At the start of each fellowship phase when the fellowship is at site 4 or higher, you may draw a card for each Dwarf companion .","","2","null","null","Free People","null","Dwarven","","2025-03-13 13:11:48.317553","","Possession"
"1776","0P33","•Firefoot","https://lotrtcgwiki.com/wiki/_media/cards:lotr00033.jpg","0","0","P","33","Possession    Mount","Bearer must be a Rohan Man. If bearer is Eomer, he is defender 1 . At the start of each skirmish involving bearer, each minion skirmishing bearer must exert .","","2","null","null","Free People","null","Rohan","","2025-03-13 13:11:57.181874","Mount","Possession"
"1777","0P34","•Gimli's Helm","https://lotrtcgwiki.com/wiki/_media/cards:lotr00034.jpg","0","0","P","34","Possession    Helm","Bearer must be Gimli. He takes no more than 1 wound during each skirmish phase . Skirmish Discard Gimli's Helm to prevent all wounds to him.","","0","null","null","Free People","null","Dwarven","","2025-03-13 13:11:57.466851","Helm","Possession"
"1780","0P37","•The Witch-king, Lord of the Nazgul","https://lotrtcgwiki.com/wiki/_media/cards:lotr00037.jpg","0","0","P","37","Minion Nazgul","Twilight . Return to Its Master may not be played. Each time The Witchking wins a skirmish , you may exert him to wound the Ringbearer twice.","","8","14","4","Shadow","null","Wraith","","2025-03-13 13:11:58.396562","Nazgul","Minion"
"1783","0P40","•Axe of Erebor","https://lotrtcgwiki.com/wiki/_media/cards:lotr00040.jpg","0","0","P","40","Possession    Hand Weapon","Bearer must be Gimli. He is damage 1 . Skirmish Discard a Dwarven condition or a card stacked on a Dwarven condition to make Gimli strength 1.","","2","2","null","Free People","null","Dwarven","","2025-03-13 13:11:59.354902","Hand Weapon","Possession"
"1787","0P44","•Glamdring, Lightning Brand","https://lotrtcgwiki.com/wiki/_media/cards:lotr00044.jpg","0","0","P","44","Possession    Hand Weapon","Bearer must be Gandalf. He is damage 1 . Each time you play a spell during a skirmish , you may make Gandalf damage 1 until the end of that skirmish .","","2","2","null","Free People","null","Gandalf","","2025-03-13 13:12:00.548981","Hand Weapon","Possession"
"1796","0P53","•Tom Bombadil, The Master","https://lotrtcgwiki.com/wiki/_media/cards:lotr00053.jpg","0","0","P","53","Ally   Home 2","To play, remove 2 burdens or 2 threats . Skirmish Spot 2 Shire companions and exert Tom Bombadil X times, where X is the fellowship 's site number, to cancel a skirmish involving a Shire companion .","","5","14","9","Free People","null","Shire","","2025-03-13 13:12:03.410034","Home 2","Ally"
